0,0,Round 1,Round 1,0,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,PHO,Deandre Ayton\aytonde01,University of Arizona,1,56,1732,918,587,107,0.588,0,0.757,30.9,16.4,10.5,1.9,4.8,0.134,0.7,1.2
2,SAC,Marvin Bagley\baglema01,Duke University,1,46,1147,643,331,46,0.513,0.267,0.696,24.9,14,7.2,1,2.7,0.112,-1.4,0.2
3,ATL,Luka Doncic\doncilu01,0,1,56,1805,1168,405,317,0.432,0.353,0.726,32.2,20.9,7.2,5.7,4.3,0.115,3.8,2.6
4,MEM,Jaren Jackson\jacksja02,Michigan State University,1,58,1515,798,272,64,0.506,0.359,0.766,26.1,13.8,4.7,1.1,3.5,0.111,0.3,0.9
5,DAL,Trae Young\youngtr01,University of Oklahoma,1,61,1854,1069,199,468,0.41,0.329,0.809,30.4,17.5,3.3,7.7,1.2,0.032,-2.8,-0.4
6,ORL,Mohamed Bamba\bambamo01,University of Texas at Austin,1,47,766,292,233,39,0.481,0.3,0.587,16.3,6.2,5,0.8,1.7,0.103,-0.1,0.4
7,CHI,Wendell Carter\cartewe01,Duke University,1,44,1110,455,307,78,0.485,0.188,0.795,25.2,10.3,7,1.8,1.9,0.084,-0.2,0.5
8,CLE,Collin Sexton\sextoco01,University of Alabama,1,61,1860,912,188,175,0.405,0.394,0.85,30.5,15,3.1,2.9,-1.5,-0.04,-6.3,-2
9,NYK,Kevin Knox\knoxke01,University of Kentucky,1,53,1508,672,234,51,0.366,0.337,0.728,28.5,12.7,4.4,1,-1.1,-0.035,-6.2,-1.6
10,PHI,Mikal Bridges\bridgmi01,Villanova University,1,62,1735,500,190,121,0.428,0.346,0.779,28,8.1,3.1,2,2.1,0.057,0,0.9
11,CHO,Shai Gilgeous-Alexander\gilgesh01,University of Kentucky,1,62,1586,603,166,186,0.455,0.309,0.807,25.6,9.7,2.7,3,1.4,0.043,-1.4,0.2
12,LAC,Miles Bridges\bridgmi02,Michigan State University,1,58,1109,382,206,54,0.447,0.31,0.742,19.1,6.6,3.6,0.9,1.5,0.066,-1.8,0.1
13,LAC,Jerome Robinson\robinje01,Boston College,1,24,223,78,27,8,0.38,0.341,0.667,9.3,3.3,1.1,0.3,0.1,0.021,-4.6,-0.1
14,DEN,Michael Porter\portemi01,University of Missouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,WAS,Troy Brown\browntr01,University of Oregon,1,30,212,70,39,29,0.394,0.25,0.667,7.1,2.3,1.3,1,0.2,0.036,-5.1,-0.2
16,PHO,Zhaire Smith\smithzh01,Texas Tech University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,MIL,Donte DiVincenzo\divindo01,Villanova University,1,23,358,110,56,27,0.393,0.246,0.818,15.6,4.8,2.4,1.2,0.5,0.062,-1.9,0
18,SAS,Lonnie Walker\walkelo01,University of Miami,1,6,57,14,10,2,0.19,0.333,1,9.5,2.3,1.7,0.3,-0.2,-0.169,-11.7,-0.1
19,ATL,Kevin Huerter\huertke01,University of Maryland,1,55,1496,507,177,153,0.421,0.389,0.745,27.2,9.2,3.2,2.8,1,0.031,-2.1,0
20,MIN,Josh Okogie\okogijo01,Georgia Institute of Technology,1,52,1173,394,156,59,0.37,0.265,0.741,22.6,7.6,3,1.1,0.5,0.019,-2.7,-0.2
21,UTA,Grayson Allen\allengr01,Duke University,1,28,276,114,11,17,0.312,0.275,0.75,9.9,4.1,0.4,0.6,-0.2,-0.028,-7.9,-0.4
22,CHI,Chandler Hutchison\hutchch01,Boise State University,1,44,895,229,185,34,0.459,0.28,0.605,20.3,5.2,4.2,0.8,0.6,0.033,-4.1,-0.5
23,IND,Aaron Holiday\holidaa01,University of California Los Angeles,1,37,438,204,54,56,0.382,0.295,0.882,11.8,5.5,1.5,1.5,0.6,0.065,-2.2,0
24,POR,Anfernee Simons\simonan01,0,1,12,60,15,7,4,0.28,0,0.25,5,1.3,0.6,0.3,-0.4,-0.294,-16.8,-0.2
25,LAL,Moritz Wagner\wagnemo01,University of Michigan,1,23,154,77,35,10,0.431,0.375,0.6,6.7,3.3,1.5,0.4,0.2,0.055,-3.2,0
26,PHI,Landry Shamet\shamela01,Wichita State University,1,60,1274,511,85,70,0.435,0.406,0.831,21.2,8.5,1.4,1.2,2.5,0.094,-1.3,0.2
27,BOS,Robert Williams\williro04,Texas A&M University,1,23,200,62,55,5,0.737,0,0.6,8.7,2.7,2.4,0.2,0.9,0.215,5.6,0.4
28,GSW,Jacob Evans\evansja02,University of Cincinnati,1,23,99,13,9,13,0.24,0.167,0,4.3,0.6,0.4,0.6,-0.2,-0.116,-11.3,-0.2
29,BRK,Dzanan Musa\musadz01,0,1,8,34,16,4,1,0.4,0,0,4.3,2,0.5,0.1,-0.2,-0.226,-13.4,-0.1
30,ATL,Omari Spellman\spellom01,Villanova University,1,44,766,257,182,42,0.397,0.347,0.698,17.4,5.8,4.1,1,1.1,0.068,-1.1,0.2
31,PHO,Elie Okobo\okoboel01,0,1,42,778,238,81,108,0.378,0.274,0.829,18.5,5.7,1.9,2.6,-0.6,-0.037,-6.4,-0.9
32,MEM,Jevon Carter\carteje01,West Virginia University,1,26,384,73,35,45,0.241,0.232,0.615,14.8,2.8,1.3,1.7,-0.6,-0.071,-6.1,-0.4
33,DAL,Jalen Brunson\brunsja01,Villanova University,1,52,963,374,108,129,0.437,0.363,0.692,18.5,7.2,2.1,2.5,1.1,0.053,-3.4,-0.3
34,ATL,Devonte' Graham\grahade01,University of Kansas,1,31,403,135,37,68,0.369,0.307,0.727,13,4.4,1.2,2.2,0.4,0.042,-3.9,-0.2
35,ORL,Melvin Frazier\frazime01,Tulane University,1,7,32,12,3,0,0.429,0,0,4.6,1.7,0.4,0,0,-0.047,-11.6,-0.1
36,NYK,Mitchell Robinson\robinmi01,0,1,44,793,273,213,25,0.688,0,0.534,18,6.2,4.8,0.6,3.3,0.202,6.4,1.7
37,SAC,Gary Trent\trentga02,Duke University,1,9,38,14,4,1,0.263,0.333,0.25,4.2,1.6,0.4,0.1,-0.1,-0.154,-13.6,-0.1
38,PHI,Khyri Thomas\thomakh01,Creighton University,1,18,158,50,15,5,0.354,0.345,0.667,8.8,2.8,0.8,0.3,0.2,0.052,-3.4,-0.1
39,PHI,Isaac Bonga\bongais01,0,1,8,31,8,6,6,0.2,0,0.571,3.9,1,0.8,0.8,0,-0.024,-3.5,0
40,BRK,Rodions Kurucs\kurucro01,0,1,43,877,370,155,33,0.463,0.304,0.881,20.4,8.6,3.6,0.8,1.1,0.062,-2.8,-0.2
41,ORL,Jarred Vanderbilt\vandeja01,University of Kentucky,1,5,17,3,12,1,0.2,0,0.25,3.4,0.6,2.4,0.2,0,-0.002,-5.2,0
42,DET,Bruce Brown\brownbr01,University of Miami,1,52,1045,245,142,67,0.386,0.267,0.688,20.1,4.7,2.7,1.3,0.8,0.035,-2.6,-0.2
43,DEN,Justin Jackson\jacksju02,University of Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,WAS,Issuf Sanon\sanonis01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,BRK,Hamidou Diallo\diallha01,University of Kentucky,1,45,515,190,94,17,0.466,0.174,0.61,11.4,4.2,2.1,0.4,0.8,0.078,-4.4,-0.3
46,HOU,De'Anthony Melton\meltode01,University of Southern California,1,35,694,185,89,114,0.371,0.308,0.833,19.8,5.3,2.5,3.3,-0.1,-0.008,-2.6,-0.1
47,LAL,Sviatoslav Mykhailiuk\mykhasv01,University of Kansas,1,40,429,130,35,35,0.331,0.322,0.6,10.7,3.3,0.9,0.9,-0.1,-0.013,-5.8,-0.4
48,MIN,Keita Bates-Diop\bateske01,Ohio State University,1,8,61,17,14,2,0.412,0.125,0.4,7.6,2.1,1.8,0.3,0,0.03,-4.7,0
49,SAS,Chimezie Metu\metuch01,University of Southern California,1,28,140,47,34,13,0.315,0,0.765,5,1.7,1.2,0.5,-0.3,-0.11,-9.1,-0.3
50,IND,Alize Johnson\johnsal02,Missouri State,1,11,32,6,8,0,0.2,0.5,0.25,2.9,0.5,0.7,0,-0.1,-0.096,-16.8,-0.1
51,NOP,Tony Carr\carrto01,Pennsylvania State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,UTA,Vince Edwards\edwarvi01,Purdue University,1,2,16,3,2,0,0.25,0.25,0,8,1.5,1,0,0,-0.024,-10.3,0
53,OKC,Devon Hall\hallde01,University of Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,DAL,Shake Milton\miltosh01,Southern Methodist University,1,13,126,54,20,13,0.435,0.4,0.8,9.7,4.2,1.5,1,0.4,0.141,0.4,0.1
55,CHO,Arnoldas Kulboka\kulboar01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,PHI,Ray Spalding\spaldra01,University of Louisville,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.003,-5.8,0
57,OKC,Kevin Hervey\herveke01,University of Texas at Arlington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,DEN,Thomas Welsh\welshth01,University of California Los Angeles,1,9,33,14,4,4,0.5,0.429,0.5,3.7,1.6,0.4,0.4,0.1,0.136,-3,0
59,PHO,George King\kingge03,University of Colorado,1,1,6,0,1,0,0,0,0,6,0,1,0,0,-0.001,-10.6,0
60,PHI,Kostas Antetokounmpo\antetko01,University of Dayton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,PHI,Markelle Fultz\fultzma01,University of Washington,2,33,680,255,113,112,0.414,0.267,0.534,20.6,7.7,3.4,3.4,0.6,0.04,-3,-0.2
2,LAL,Lonzo Ball\balllo01,University of California Los Angeles,2,99,3203,993,611,631,0.38,0.315,0.437,32.4,10,6.2,6.4,3.6,0.054,1.2,2.6
3,BOS,Jayson Tatum\tatumja01,Duke University,2,140,4311,2097,778,240,0.466,0.408,0.841,30.8,15,5.6,1.7,11.7,0.13,0.4,2.6
4,PHO,Josh Jackson\jacksjo02,University of Kansas,2,139,3456,1699,610,263,0.417,0.274,0.648,24.9,12.2,4.4,1.9,-2.3,-0.031,-4.6,-2.3
5,SAC,De'Aaron Fox\foxde01,University of Kentucky,2,132,3884,1865,418,743,0.434,0.343,0.723,29.4,14.1,3.2,5.6,3.3,0.041,-1.9,0.1
6,ORL,Jonathan Isaac\isaacjo01,Florida State University,2,82,1977,647,391,72,0.411,0.307,0.833,24.1,7.9,4.8,0.9,2.8,0.068,-0.6,0.7
7,MIN,Lauri Markkanen\markkla01,University of Arizona,2,106,3261,1766,852,131,0.438,0.37,0.858,30.8,16.7,8,1.2,5.8,0.085,-1.6,0.4
8,NYK,Frank Ntilikina\ntilila01,0,2,119,2578,704,259,366,0.356,0.307,0.729,21.7,5.9,2.2,3.1,-1.7,-0.032,-4.4,-1.5
9,DAL,Dennis Smith\smithde03,North Carolina State University,2,110,3227,1607,383,558,0.409,0.318,0.673,29.3,14.6,3.5,5.1,-0.1,-0.001,-2.1,-0.1
10,SAC,Zach Collins\colliza01,Gonzaga University,2,125,2097,686,469,108,0.438,0.322,0.736,16.8,5.5,3.8,0.9,3.1,0.07,-1.4,0.3
11,CHO,Malik Monk\monkma01,University of Kentucky,2,120,1877,982,165,191,0.377,0.335,0.877,15.6,8.2,1.4,1.6,0.4,0.011,-4.1,-1
12,DET,Luke Kennard\kennalu01,Duke University,2,114,2330,921,293,184,0.438,0.403,0.825,20.4,8.1,2.6,1.6,4,0.082,-1.6,0.2
13,DEN,Donovan Mitchell\mitchdo01,University of Louisville,2,134,4482,2868,515,513,0.429,0.334,0.804,33.4,21.4,3.8,3.8,7.8,0.084,0.5,2.9
14,MIA,Bam Adebayo\adebaba01,University of Kentucky,2,128,2657,940,769,216,0.536,0.063,0.724,20.8,7.3,6,1.7,8.5,0.153,1.2,2.1
15,POR,Justin Jackson\jacksju01,University of North Carolina,2,127,2662,828,340,145,0.431,0.325,0.787,21,6.5,2.7,1.1,2.7,0.048,-2.8,-0.5
16,CHI,Justin Patton\pattoju01,Creighton University,1,1,4,2,0,0,0.5,0,0,4,2,0,0,0,0.151,3.3,0
17,MIL,D.J. Wilson\wilsodj01,University of Michigan,2,52,620,190,149,31,0.451,0.375,0.4,11.9,3.7,2.9,0.6,1.3,0.098,-1.3,0.1
18,IND,T.J. Leaf\leaftj01,University of California Los Angeles,2,93,794,286,156,25,0.496,0.348,0.594,8.5,3.1,1.7,0.3,1.6,0.097,-3.7,-0.3
19,ATL,John Collins\collijo01,Wake Forest University,2,119,3130,1638,972,188,0.572,0.365,0.739,26.3,13.8,8.2,1.6,9.8,0.15,1.4,2.7
20,POR,Harry Giles\gilesha01,Duke University,1,47,616,293,169,61,0.496,0,0.643,13.1,6.2,3.6,1.3,0.7,0.055,-2.3,0
21,OKC,Terrance Ferguson\fergute01,0,2,112,2017,543,137,60,0.429,0.364,0.711,18,4.8,1.2,0.5,3.3,0.078,-2.1,-0.1
22,BRK,Jarrett Allen\allenja01,University of Texas at Austin,2,132,3060,1258,910,139,0.582,0.204,0.747,23.2,9.5,6.9,1.1,10,0.156,1.4,2.6
23,TOR,OG Anunoby\anunoog01,Indiana University,2,124,2498,795,339,88,0.459,0.36,0.558,20.1,6.4,2.7,0.7,4.4,0.084,-0.3,1.1
24,UTA,Tyler Lydon\lydonty01,Syracuse University,2,24,92,21,17,5,0.471,0.4,0.333,3.8,0.9,0.7,0.2,0.1,0.067,-3.2,0
25,ORL,Anzejs Pasecniks\pasecan01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,POR,Caleb Swanigan\swanica01,Purdue University,2,45,334,96,106,21,0.365,0.154,0.72,7.4,2.1,2.4,0.5,-0.3,-0.039,-7.2,-0.4
27,BRK,Kyle Kuzma\kuzmaky01,University of Utah,2,133,4237,2312,798,279,0.459,0.346,0.733,31.9,17.4,6,2.1,6.9,0.079,-1.2,0.8
28,LAL,Tony Bradley\bradlto01,University of North Carolina,2,10,38,8,14,1,0.214,0,1,3.8,0.8,1.4,0.1,0,-0.056,-12.7,-0.1
29,SAS,Derrick White\whitede01,University of Colorado,2,64,1323,500,190,179,0.49,0.377,0.752,20.7,7.8,3,2.8,2.7,0.099,0.4,0.8
